id,file_path,test_name,test_prefix,GT_output,original_test_prefix
11,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/SerializationUtils_ESTest.java,org.apache.commons.lang3.SerializationUtils_ESTest::test10,"public void test10()  throws Throwable  {
	SerializationUtils.roundtrip((String) null);
	SerializationUtils.serialize((Serializable) null);
	PipedInputStream pipedInputStream0 = null;
	pipedInputStream0 = new PipedInputStream(0);
}",exception,"  public void test10()  throws Throwable  {
      SerializationUtils.roundtrip((String) null);
      SerializationUtils.serialize((Serializable) null);
      PipedInputStream pipedInputStream0 = null;
      try {
        pipedInputStream0 = new PipedInputStream(0);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Pipe Size <= 0
         //
         verifyException(""java.io.PipedInputStream"", e);
      }
  }"
12,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/SerializationUtils_ESTest.java,org.apache.commons.lang3.SerializationUtils_ESTest::test11,"public void test11()  throws Throwable  {
	String string0 = ""-DXG|c$<bGWkHl\"">h"";
	SerializationUtils.clone(""-DXG|c$<bGWkHl\"">h"");
	String string1 = """";
	SerializationUtils.clone("""");
	InputStream inputStream0 = null;
	SerializationUtils.deserialize((InputStream) null);
}",exception,"  public void test11()  throws Throwable  {
      String string0 = ""-DXG|c$<bGWkHl\"">h"";
      SerializationUtils.clone(""-DXG|c$<bGWkHl\"">h"");
      String string1 = """";
      SerializationUtils.clone("""");
      InputStream inputStream0 = null;
      // Undeclared exception!
      try { 
        SerializationUtils.deserialize((InputStream) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // inputStream
         //
         verifyException(""java.util.Objects"", e);
      }
  }"
13,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/SerializationUtils_ESTest.java,org.apache.commons.lang3.SerializationUtils_ESTest::test12,"public void test12()  throws Throwable  {
	SerializationUtils.roundtrip(""$S83[jl%$~9"");
	byte[] byteArray0 = new byte[9];
	byteArray0[0] = (byte) (-1);
	byteArray0[1] = (byte)66;
	byteArray0[2] = (byte)1;
	byteArray0[3] = (byte) (-100);
	byteArray0[4] = (byte)0;
	byteArray0[5] = (byte)0;
	byteArray0[6] = (byte)67;
	byteArray0[7] = (byte) (-122);
	byteArray0[8] = (byte)66;
	SerializationUtils.deserialize(byteArray0);
}",exception,"  public void test12()  throws Throwable  {
      SerializationUtils.roundtrip(""$S83[jl%$~9"");
      byte[] byteArray0 = new byte[9];
      byteArray0[0] = (byte) (-1);
      byteArray0[1] = (byte)66;
      byteArray0[2] = (byte)1;
      byteArray0[3] = (byte) (-100);
      byteArray0[4] = (byte)0;
      byteArray0[5] = (byte)0;
      byteArray0[6] = (byte)67;
      byteArray0[7] = (byte) (-122);
      byteArray0[8] = (byte)66;
      // Undeclared exception!
      try { 
        SerializationUtils.deserialize(byteArray0);
        fail(""Expecting exception: RuntimeException"");
      } catch(RuntimeException e) {
         //
         // java.io.StreamCorruptedException: invalid stream header: FF42019C
         //
         verifyException(""org.apache.commons.lang3.SerializationUtils"", e);
      }
  }"
14,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/SerializationUtils_ESTest.java,org.apache.commons.lang3.SerializationUtils_ESTest::test13,"public void test13()  throws Throwable  {
	byte[] byteArray0 = new byte[1];
	byteArray0[0] = (byte) (-114);
	SerializationUtils.deserialize(byteArray0);
}",exception,"  public void test13()  throws Throwable  {
      byte[] byteArray0 = new byte[1];
      byteArray0[0] = (byte) (-114);
      // Undeclared exception!
      try { 
        SerializationUtils.deserialize(byteArray0);
        fail(""Expecting exception: RuntimeException"");
      } catch(RuntimeException e) {
         //
         // java.io.EOFException
         //
         verifyException(""org.apache.commons.lang3.SerializationUtils"", e);
      }
  }"
15,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/SerializationUtils_ESTest.java,org.apache.commons.lang3.SerializationUtils_ESTest::test14,"public void test14()  throws Throwable  {
	ClassLoader classLoader0 = ClassLoader.getSystemClassLoader();
	ClassLoader classLoader1 = classLoader0.getParent();
	SerializationUtils.ClassLoaderAwareObjectInputStream serializationUtils_ClassLoaderAwareObjectInputStream0 = null;
	serializationUtils_ClassLoaderAwareObjectInputStream0 = new SerializationUtils.ClassLoaderAwareObjectInputStream((InputStream) null, classLoader1);
}",exception,"  public void test14()  throws Throwable  {
      ClassLoader classLoader0 = ClassLoader.getSystemClassLoader();
      ClassLoader classLoader1 = classLoader0.getParent();
      SerializationUtils.ClassLoaderAwareObjectInputStream serializationUtils_ClassLoaderAwareObjectInputStream0 = null;
      try {
        serializationUtils_ClassLoaderAwareObjectInputStream0 = new SerializationUtils.ClassLoaderAwareObjectInputStream((InputStream) null, classLoader1);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.io.ObjectInputStream$PeekInputStream"", e);
      }
  }"
16,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/SerializationUtils_ESTest.java,org.apache.commons.lang3.SerializationUtils_ESTest::test15,"public void test15()  throws Throwable  {
	byte[] byteArray0 = null;
	SerializationUtils.deserialize((byte[]) null);
}",exception,"  public void test15()  throws Throwable  {
      byte[] byteArray0 = null;
      // Undeclared exception!
      try { 
        SerializationUtils.deserialize((byte[]) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // objectData
         //
         verifyException(""java.util.Objects"", e);
      }
  }"
17,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/SerializationUtils_ESTest.java,org.apache.commons.lang3.SerializationUtils_ESTest::test16,"public void test16()  throws Throwable  {
	String string0 = ""wPK{Z~HE!f\""C\\n>"";
	MockFile mockFile0 = new MockFile(""wPK{Z~HE!f\""C\n>"", "",M~mkkIjQ{f%"");
	mockFile0.getAbsolutePath();
	mockFile0.toPath();
	mockFile0.toURL();
	OutputStream outputStream0 = null;
	SerializationUtils.serialize((Serializable) mockFile0, (OutputStream) null);
}",exception,"  public void test16()  throws Throwable  {
      String string0 = ""wPK{Z~HE!f\""C\\n>"";
      MockFile mockFile0 = new MockFile(""wPK{Z~HE!f\""C\n>"", "",M~mkkIjQ{f%"");
      mockFile0.getAbsolutePath();
      mockFile0.toPath();
      mockFile0.toURL();
      OutputStream outputStream0 = null;
      // Undeclared exception!
      try { 
        SerializationUtils.serialize((Serializable) mockFile0, (OutputStream) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // outputStream
         //
         verifyException(""java.util.Objects"", e);
      }
  }"
18,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/SerializationUtils_ESTest.java,org.apache.commons.lang3.SerializationUtils_ESTest::test17,"public void test17()  throws Throwable  {
      SerializationUtils.clone(""iK"");
      SerializationUtils serializationUtils0 = new SerializationUtils();
      String string0 = SerializationUtils.clone(""iK"");
}","assertEquals(""iK"", string0);","  public void test17()  throws Throwable  {
      SerializationUtils.clone(""iK"");
      SerializationUtils serializationUtils0 = new SerializationUtils();
      String string0 = SerializationUtils.clone(""iK"");
      assertEquals(""iK"", string0);
}"
19,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/SerializationUtils_ESTest.java,org.apache.commons.lang3.SerializationUtils_ESTest::test18,"public void test18()  throws Throwable  {
	int int0 = ObjectStreamConstants.PROTOCOL_VERSION_2;
	String string0 = ""K*C_Evso7xGmU;V<D51"";
	MockFileOutputStream mockFileOutputStream0 = new MockFileOutputStream(""K*C_Evso7xGmU;V<D51"");
	SerializationUtils.serialize((Serializable) 2, (OutputStream) mockFileOutputStream0);
}",exception,"  public void test18()  throws Throwable  {
      int int0 = ObjectStreamConstants.PROTOCOL_VERSION_2;
      String string0 = ""K*C_Evso7xGmU;V<D51"";
      MockFileOutputStream mockFileOutputStream0 = new MockFileOutputStream(""K*C_Evso7xGmU;V<D51"");
      // Undeclared exception!
      try { 
        SerializationUtils.serialize((Serializable) 2, (OutputStream) mockFileOutputStream0);
        fail(""Expecting exception: RuntimeException"");
      } catch(RuntimeException e) {
         //
         // org.evosuite.runtime.mock.java.lang.MockThrowable: Error in writing to file
         //
         verifyException(""org.apache.commons.lang3.SerializationUtils"", e);
      }
  }"
20,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/SerializationUtils_ESTest.java,org.apache.commons.lang3.SerializationUtils_ESTest::test19,"public void test19()  throws Throwable  {
	EvoSuiteFile evoSuiteFile0 = new EvoSuiteFile(""VtOwG{u"");
	FileSystemHandling.appendLineToFile(evoSuiteFile0, ""fh"");
	SerializationUtils.clone(""VtOwG{u"");
	SerializationUtils serializationUtils0 = new SerializationUtils();
	MockFile mockFile0 = new MockFile(""VtOwG{u"", """");
	MockFileInputStream mockFileInputStream0 = new MockFileInputStream(mockFile0);
	MockFileOutputStream mockFileOutputStream0 = new MockFileOutputStream(""The validated collection is empty"");
	SerializationUtils.serialize((Serializable) mockFile0, (OutputStream) mockFileOutputStream0);
}",exception,"  public void test19()  throws Throwable  {
      EvoSuiteFile evoSuiteFile0 = new EvoSuiteFile(""VtOwG{u"");
      FileSystemHandling.appendLineToFile(evoSuiteFile0, ""fh"");
      SerializationUtils.clone(""VtOwG{u"");
      SerializationUtils serializationUtils0 = new SerializationUtils();
      MockFile mockFile0 = new MockFile(""VtOwG{u"", """");
      MockFileInputStream mockFileInputStream0 = new MockFileInputStream(mockFile0);
      MockFileOutputStream mockFileOutputStream0 = new MockFileOutputStream(""The validated collection is empty"");
      // Undeclared exception!
      try { 
        SerializationUtils.serialize((Serializable) mockFile0, (OutputStream) mockFileOutputStream0);
        fail(""Expecting exception: RuntimeException"");
      } catch(RuntimeException e) {
         //
         // org.evosuite.runtime.mock.java.lang.MockThrowable: Error in writing to file
         //
         verifyException(""org.apache.commons.lang3.SerializationUtils"", e);
      }
  }"
21,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/SerializationUtils_ESTest.java,org.apache.commons.lang3.SerializationUtils_ESTest::test20,"public void test20()  throws Throwable  {
      byte byte0 = ObjectStreamConstants.TC_ENUM;
      MockFileOutputStream mockFileOutputStream0 = new MockFileOutputStream(""e"");
      MockPrintStream mockPrintStream0 = new MockPrintStream(mockFileOutputStream0, false);
      SerializationUtils.serialize((Serializable) (byte)126, (OutputStream) mockPrintStream0);
      byte[] byteArray0 = SerializationUtils.serialize((Serializable) ""e"");
      ByteArrayInputStream byteArrayInputStream0 = new ByteArrayInputStream(byteArray0);
      String string0 = SerializationUtils.deserialize((InputStream) byteArrayInputStream0);
}","assertEquals(""e"", string0);","  public void test20()  throws Throwable  {
      byte byte0 = ObjectStreamConstants.TC_ENUM;
      MockFileOutputStream mockFileOutputStream0 = new MockFileOutputStream(""e"");
      MockPrintStream mockPrintStream0 = new MockPrintStream(mockFileOutputStream0, false);
      SerializationUtils.serialize((Serializable) (byte)126, (OutputStream) mockPrintStream0);
      byte[] byteArray0 = SerializationUtils.serialize((Serializable) ""e"");
      ByteArrayInputStream byteArrayInputStream0 = new ByteArrayInputStream(byteArray0);
      String string0 = SerializationUtils.deserialize((InputStream) byteArrayInputStream0);
      assertEquals(""e"", string0);
}"
22,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/SerializationUtils_ESTest.java,org.apache.commons.lang3.SerializationUtils_ESTest::test21,"public void test21()  throws Throwable  {
	SerializationUtils.clone((String) null);
	Integer integer0 = new Integer(3295);
	SerializationUtils.roundtrip(integer0);
	Enumeration<InputStream> enumeration0 = (Enumeration<InputStream>) mock(Enumeration.class, new ViolatedAssumptionAnswer());
	doReturn(false).when(enumeration0).hasMoreElements();
	SequenceInputStream sequenceInputStream0 = new SequenceInputStream(enumeration0);
	ClassLoader classLoader0 = ClassLoader.getSystemClassLoader();
	ClassLoader classLoader1 = classLoader0.getParent();
	SerializationUtils.ClassLoaderAwareObjectInputStream serializationUtils_ClassLoaderAwareObjectInputStream0 = null;
	serializationUtils_ClassLoaderAwareObjectInputStream0 = new SerializationUtils.ClassLoaderAwareObjectInputStream(sequenceInputStream0, classLoader1);
}",exception,"  public void test21()  throws Throwable  {
      SerializationUtils.clone((String) null);
      Integer integer0 = new Integer(3295);
      SerializationUtils.roundtrip(integer0);
      Enumeration<InputStream> enumeration0 = (Enumeration<InputStream>) mock(Enumeration.class, new ViolatedAssumptionAnswer());
      doReturn(false).when(enumeration0).hasMoreElements();
      SequenceInputStream sequenceInputStream0 = new SequenceInputStream(enumeration0);
      ClassLoader classLoader0 = ClassLoader.getSystemClassLoader();
      ClassLoader classLoader1 = classLoader0.getParent();
      SerializationUtils.ClassLoaderAwareObjectInputStream serializationUtils_ClassLoaderAwareObjectInputStream0 = null;
      try {
        serializationUtils_ClassLoaderAwareObjectInputStream0 = new SerializationUtils.ClassLoaderAwareObjectInputStream(sequenceInputStream0, classLoader1);
        fail(""Expecting exception: EOFException"");
      } catch(Throwable e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.io.ObjectInputStream$PeekInputStream"", e);
      }
  }"
23,commons-lang3-3.12.0-src/src/test/java/org/apache/commons/lang3/SerializationUtils_ESTest.java,org.apache.commons.lang3.SerializationUtils_ESTest::test22,"public void test22()  throws Throwable  {
	SerializationUtils.clone(""%LG."");
	Integer integer0 = new Integer(3295);
	SerializationUtils.roundtrip(integer0);
	ClassLoader classLoader0 = ClassLoader.getSystemClassLoader();
	classLoader0.getParent();
	Class<Object> class0 = Object.class;
	ObjectStreamClass.lookup(class0);
	SerializationUtils.deserialize((InputStream) null);
}",exception,"  public void test22()  throws Throwable  {
      SerializationUtils.clone(""%LG."");
      Integer integer0 = new Integer(3295);
      SerializationUtils.roundtrip(integer0);
      ClassLoader classLoader0 = ClassLoader.getSystemClassLoader();
      classLoader0.getParent();
      Class<Object> class0 = Object.class;
      ObjectStreamClass.lookup(class0);
      // Undeclared exception!
      try { 
        SerializationUtils.deserialize((InputStream) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // inputStream
         //
         verifyException(""java.util.Objects"", e);
      }
  }"
